source_row,vendor,transmittal_no,vendor_document_no,project_document_drawing_no,project_doc_no,revision_raw,revision,description,match_status,match_method,match_source_field,matched_document,candidates,reason
107,UNIDRO,UNI-DOC-0001,1410-00-M111-03,VEN-4391-MEWTP-5-13-0030,SUBMITTED TO QE,0,0,ROTATING EQUIPMENT DATASHEET - SCREW PUMPS,EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-4391-MEWTP-5-13-0030,,exact match on PROJECT_DOCUMENT_DRAWING_NO
108,UNIDRO,UNI-DOC-0001,1410-00-M111-08,VEN-4391-MEWTP-5-13-0039,SUBMITTED TO QE,0,0,ROTATING EQUIPMENT DATASHEET - DECANTERS,EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-4391-MEWTP-5-13-0039,,exact match on PROJECT_DOCUMENT_DRAWING_NO
109,UNIDRO,UNI-DOC-0001,1410-00-M999-01,VEN-4391-MEWTP-5-17-0004,SUBMITTED TO QE,0,0,PUMP SELECTION REPORT,EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-4391-MEWTP-5-17-0004,,exact match on PROJECT_DOCUMENT_DRAWING_NO
110,UNIDRO,UNI-DOC-0001,1410-00-N111-01,VEN-4391-MEWTP-0-05-0001,SUBMITTED TO QE,0,0,PAINTING SCHEDULE AND PROCEDURE,EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-4391-MEWTP-0-05-0001,,exact match on PROJECT_DOCUMENT_DRAWING_NO
111,UNIDRO,UNI-DOC-0001,1410-00-P111-01,VEN-4391-MEWTP-0-04-0001,SUBMITTED TO QE,0,0,PROJECT SCHEDULE,EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-4391-MEWTP-0-04-0001,,exact match on PROJECT_DOCUMENT_DRAWING_NO
112,UNIDRO,UNI-DOC-0001,1410-00-Q144-02,VEN-4391-MEWTP-5-69-0019,SUBMITTED TO QE,0,0,WELDING BOOK - STEEL STRUCTURES,EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-4391-MEWTP-5-69-0019,,exact match on PROJECT_DOCUMENT_DRAWING_NO
113,UNIDRO,UNI-DOC-0001,1410-00-Q231-03,VEN-4391-MEWTP-5-05-0003,SUBMITTED TO QE,0,0,HYDROSTATIC TEST PROCEDURE - PREFABRICATED PIPING,EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-4391-MEWTP-5-05-0003,,exact match on PROJECT_DOCUMENT_DRAWING_NO
114,UNIDRO,UNI-DOC-0001,1410-00-Q301-01,VEN-4391-MEWTP-5-05-0004,SUBMITTED TO QE,0,0,NDE PROCEDURES - PREFABRICATED PIPING AND STEEL STRUCTURES,EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-4391-MEWTP-5-05-0004,,exact match on PROJECT_DOCUMENT_DRAWING_NO
115,DANEM,DEW-5718-T-035,DEW-5718-MS-001,-,,1,1,METHOD STATEMENT FOR THE ERECTION OF SITE ASSEMBLED TANK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
116,DANEM,DEW-5718-T-036,4391-MEWTP-0-00-0001,-,,0,0,EDDR FOR STORAGE TANK (ENERGOPROJEKT ENTEL LTD),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
117,DANEM,DEW-5718-T-037,-,4391-5-TDR-0001,SUBMITTED TO QE,0,0,TECHNICAL DEVIATION REQUEST (TDR) FORM – External Deviation (EPIC),EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,4391-5-TDR-0001,,exact match on PROJECT_DOCUMENT_DRAWING_NO
118,DANEM,DEW-5718-T-038,4391-MOM-DANEM-0007,-,,0,0,WEEKLY PROGRESS MEETING MINUTES-0007 DANEM ENGINEERING – STORAGE TANKS WORKS,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
119,DANEM,DEW-5718-T-039,4391-MOM-DANEM-0008,-,,0,0,WEEKLY PROGRESS MEETING MINUTES-0008 DANEM ENGINEERING – STORAGE TANKS WORKS,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
120,DANEM,DEW-5718-T-040,,VEN-4391-MEWTP-5-25-0001,,0,0,INSPECTION AND TEST PLAN FOR PRE-FABRICATION & ERECTION OF STORAGE TANK,EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-4391-MEWTP-5-25-0001,,exact match on PROJECT_DOCUMENT_DRAWING_NO
121,DANEM,DEW-5718-T-041,,VEN-4391-MEWTP-3-04-0005,,0,0,PROJECT HSE PLAN,EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-4391-MEWTP-3-04-0005,,exact match on PROJECT_DOCUMENT_DRAWING_NO
122,DANEM,DEW-5718-T-042,,VEN-4391-MEWTP-5-13-0050,SUBMITTED TO QE,0,0,Tank Data Sheet For T-8952 A/B,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
123,DANEM,DEW-5718-T-042,,VEN-4391-MEWTP-5-12-0001,,1,1,Tank Design Calculation Report For T-8952 A/B,EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-4391-MEWTP-5-12-0001,,exact match on PROJECT_DOCUMENT_DRAWING_NO
124,DANEM,DEW-5718-T-042,,VEN-4391-MEWTP-5-61-0034,,0,0,Tank General Arrangement For T-8952 A/B,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
125,DANEM,DEW-5718-T-043,ENG-TQ-0003,-,,0,0,TQ-T-8950A/B BTEX RICH WATER & EQUALIZATION TANKS TOP PLATFORM,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
126,DANEM,DEW-5718-T-044,4391-MOM-DANEM-0009,-,,0,0,WEEKLY PROGRESS MEETING MINUTES-0009 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
127,DANEM,DEW-5718-T-045,VEN-MEWTP-5-05-0024,VEN-4391-MEWTP-5-05-0024,,0,0,QUALITY AUDIT PROCEDURE,EXACT,EXACT,VENDOR_DOCUMENT_NO,VEN-MEWTP-5-05-0024,,exact match on VENDOR_DOCUMENT_NO
128,UNIDRO,UNI-DOC-0002,1410-00-M111-05,VEN-4391-MEWTP-5-13-0036,,0,0,ROTATING EQUIPMENT DATASHEET - BLOWERS,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
129,UNIDRO,UNI-DOC-0003,1410-00-Q144-01,VEN-4391-MEWTP-5-69-0018,SUBMITTED TO QE,0,0,WELDING BOOK - PREFABRICATED PIPING,EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-4391-MEWTP-5-69-0018,,exact match on PROJECT_DOCUMENT_DRAWING_NO
130,UNIDRO,UNI-DOC-0003,1410-00-I201-01,VEN-4391-MEWTP-4-39-0001,,0,0,I/O LIST,EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-4391-MEWTP-4-39-0001,,exact match on PROJECT_DOCUMENT_DRAWING_NO
131,UNIDRO,UNI-DOC-0003,1410-00-I111-01,VEN-4391-MEWTP-4-30-0001,,0,0,INSTRUMENT LIST,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
132,UNIDRO,UNI-DOC-0003,1410-00-D211-05,VEN-4391-MEWTP-5-13-0011,,0,0,ATMOSPHERIC TANK DATASHEET - OFF-GAS AC FILTERS,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
133,UNIDRO,UNI-DOC-0004,1410-00-D211-21,VEN-4391-MEWTP-5-13-0027,,0,0,ATMOSPHERIC TANK DATASHEET - SBS STORAGE TANK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
134,UNIDRO,UNI-DOC-0004,1410-00-D211-20,VEN-4391-MEWTP-5-13-0026,,0,0,ATMOSPHERIC TANK DATASHEET - EMULSION BREAKER STORAGE TANK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
135,UNIDRO,UNI-DOC-0004,1410-00-D211-19,VEN-4391-MEWTP-5-13-0025,,0,0,ATMOSPHERIC TANK DATASHEET - FLOCCULANT PREPARATION TANK TO OILY SLUDGE,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
136,UNIDRO,UNI-DOC-0004,1410-00-D211-18,VEN-4391-MEWTP-5-13-0024,,0,0,ATMOSPHERIC TANK DATASHEET - FLOCCULANT PREPARATION TANK TO BIO SLUDGE,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
137,UNIDRO,UNI-DOC-0004,1410-00-E111-01,VEN-4391-MEWTP-2-34-0001,,0,0,ELECTRICAL LOAD LIST,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
138,DANEM,DEW-5718-T-046,-,VEN-4391-MEWTP-5-05-0025,,0,0,"PROCEDURE FOR CONTROL OF NON-CONFORMATIES, CORRECTIVE & PREVENTIVE ACTION",NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
139,DANEM,DEW-5718-T-047,-,VEN-4391-MTY-0-04-0001,SUBMITTED TO QE,1,1,"Project Quality Plan For Engineering,Procurement,Installation,Construction,Pre-commissioning,Commissioning,Startup,and Performance Testing of Tank (M/S. Danem Engineering Works WLL)",EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-4391-MTY-0-04-0001,,exact match on PROJECT_DOCUMENT_DRAWING_NO
140,DANEM,DEW-5718-T-048,-,VEN-4391-MTY-5-19-0001,SUBMITTED TO QE,1,1,METHOD STATEMENT FOR HYDROGEN INDUCED CRACKING (HIC) AS PER NACE TM0284 (M/S LONESTAR),EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-4391-MTY-5-19-0001,,exact match on PROJECT_DOCUMENT_DRAWING_NO
141,DANEM,DEW-5718-T-049,-,VEN-4391-MEWTP-5-12-0012,,0,0,TANK DESIGN CALCULATION REPORT FOR T-8950 A/B,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
142,DANEM,DEW-5718-T-049,-,VEN-4391-MEWTP-5-13-0049,,0,0,TANK DATA SHEET FOR T-8950 A/B,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
143,DANEM,DEW-5718-T-049,-,VEN-4391-MEWTP-5-61-0033,,0,0,TANK GENERAL ARRANGEMENT FOR T-8950 A/B,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
144,DANEM,DEW-5718-T-050,4391-MEWTP-01-0001,-,,0,0,"ROOF PLATFORM PROPOSAL FOR T8948,T8950 & T8952",EXACT,EXACT,VENDOR_DOCUMENT_NO,4391-MEWTP-01-0001,,exact match on VENDOR_DOCUMENT_NO
145,UNIDRO,UNI-DOC-0005,1410-00-M111-07,VEN-4391-MEWTP-5-13-0038,,0,0,ROTATING EQUIPMENT DATASHEET - MIXERS,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
146,UNIDRO,UNI-DOC-0006,1410-00-M921-02,VEN-4391-MEWTP-5-13-0045,,0,0,BIOLOGICAL SLUDGE THICKENER RAKE DATASHEET,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
147,UNIDRO,UNI-DOC-0006,1410-00-M921-01,VEN-4391-MEWTP-5-13-0044,,0,0,CLARIFIER RAKE DATASHEET,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
148,UNIDRO,UNI-DOC-0006,1410-00-M111-06,VEN-4391-MEWTP-5-13-0037,,0,0,ROTATING EQUIPMENT DATASHEET - FANS,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
149,UNIDRO,UNI-DOC-0007,1410-00-B611-01,VEN-4391-MEWTP-5-32-0001,,0,0,VALVE LIST,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
150,DANEM,DEW-5718-T-051,4391-MOM-DANEM-0010,-,,0,0,WEEKLY PROGRESS MEETING MINUTES-0010 DANEM ENGINEERING – STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
151,DANEM,DEW-5718-T-051,DEW-5718-WPR-0001,-,,0,0,WEEKLY PROGRESS REPORT-0001 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
152,DANEM,DEW-5718-T-052,-,VEN-4391-MEWTP-5-13-0047,,0,0,Tank Data Sheet For T-8948,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
153,DANEM,DEW-5718-T-052,-,VEN-4391-MEWTP-5-12-0010,,0,0,Tank Design Calculation Report For T-8948,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
154,DANEM,DEW-5718-T-052,-,VEN-4391-MEWTP-5-61-0031,,0,0,Tank General Arrangement For T-8948,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
155,DANEM,DEW-5718-T-052,-,VEN-4391-MEWTP-5-13-0048,,0,0,Tank Data Sheet For T-8949,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
156,DANEM,DEW-5718-T-052,-,VEN-4391-MEWTP-5-12-0011,,0,0,Tank Design Calculation Report For T-8949,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
157,DANEM,DEW-5718-T-052,-,VEN-4391-MEWTP-5-61-0032,,0,0,Tank General Arrangement For T-8949,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
158,UNIDRO,UNI-DOC-0008,1410-00-I131-03,VEN-4391-MEWTP-4-13-0012,,0,0,INSTRUMENT DATASHEET- SAFETY VALVES,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
159,UNIDRO,UNI-DOC-0008,1410-00-A211-02,VEN-4391-MEWTP-6-50-0001,,0,0,PIPING AND INSTRUMENTATION DIAGRAMS – TYPICAL DRAWINGS,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
160,DANEM,DEW-5718-T-053,-,VEN-4391-MEWTP-5-25-0001,SUBMITTED TO QE,0,0,INSPECTION AND TEST PLAN FOR PRE-FABRICATION AND ERECTION OF STORAGE TANK,EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-4391-MEWTP-5-25-0001,,exact match on PROJECT_DOCUMENT_DRAWING_NO
161,UNIDRO,UNI-DOC-0009,1410-00-L231-02,VEN-4391-MEWTP-6-00-0003,,0,0,CHEMICAL CONSUMPTION LIST,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
162,UNIDRO,UNI-DOC-0009,1410-00-L231-01,VEN-4391-MEWTP-6-00-0002,,0,0,UTILITIES CONSUMPTION LIST,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
163,UNIDRO,UNI-DOC-0009,1410-00-A141-01,VEN-4391-MEWTP-6-12-0001,SUBMITTED TO QE,0,0,PROCESS CALCULATIONS,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
164,DANEM,DEW-5718-T-053,,VEN-4391-MEWTP-3-04-0005,,0,0,PROJECT HSE PLAN,EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-4391-MEWTP-3-04-0005,,exact match on PROJECT_DOCUMENT_DRAWING_NO
165,DANEM,DEW-5718-T-055,4391-MOM-DANEM-0011,-,,0,0,WEEKLY PROGRESS MEETING MINUTES-0011 DANEM ENGINEERING-STORAGE TANKS WORKS,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
166,DANEM,,DEW-5718-WPR-0002,,,0,0,WEEKLY PROGRESS REPORT-0002 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
167,DANEM,,DEW-5718-T-056,VEN-MEWTP-5-19-0002,SUBMITTED TO QE,0,0,METHOD STATEMENT FOR THE FABRICATION & ERECTION OF SITE ASSEMBLED TANK,EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-MEWTP-5-19-0002,,exact match on PROJECT_DOCUMENT_DRAWING_NO
168,UNIDRO,EMAIIL,4391-WPR-0004,,,0,0,WEEKLY PROGRESS REPORT NO. 004,EXACT,EXACT,VENDOR_DOCUMENT_NO,4391-WPR-0004,,exact match on VENDOR_DOCUMENT_NO
169,UNIDRO,EMAIIL,4391-MOM-UNIDRO-0007,,,0,0,MINUTES OF WEEKLY PROGRESS MEETING (WPM) – 00007,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
170,UNIDRO,UNI-REP-0007,,VEN-4391-6-TNR-0002,sUBMITTED TO QE,,,PROCESS TAG NUMBER REQUEST-0007,ALTERNATIVE_IDENTIFIER,ALT_VEN_PREFIX,PROJECT_DOCUMENT_DRAWING_NO,4391-6-TNR-0002,,VEN-prefix-tolerant match on PROJECT_DOCUMENT_DRAWING_NO
171,UNIDRO,UNI-DOC-0009,,VEN-MEWTP-6-00-0003,,0,0,CHEMICAL CONSUMPTION LIST,EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-MEWTP-6-00-0003,,exact match on PROJECT_DOCUMENT_DRAWING_NO
172,UNIDRO,UNI-DOC-0009,,VEN-MEWTP-6-00-0002,,0,0,UTILITIES CONSUMPTION LIST,EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-MEWTP-6-00-0002,,exact match on PROJECT_DOCUMENT_DRAWING_NO
173,UNIDRO,UNI-DOC-0009,,VEN-MEWTP-6-12-0001,,0,0,PROCESS CALCULATIONS,EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-MEWTP-6-12-0001,,exact match on PROJECT_DOCUMENT_DRAWING_NO
174,UNIDRO,UNI-DOC-0010,,VEN-MEWTP-4-13-0001,,0,0,INSTRUMENT DATASHEET - PRESSURE GAUGES,EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-MEWTP-4-13-0001,,exact match on PROJECT_DOCUMENT_DRAWING_NO
175,UNIDRO,UNI-DOC-0010,,VEN-MEWTP-6-12-0002,,0,0,HYDRAULIC CALCULATION REPORT,EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-MEWTP-6-12-0002,,exact match on PROJECT_DOCUMENT_DRAWING_NO
176,UNIDRO,UNI-DOC-0010,,VEN-MEWTP-0-04-0001,SUBMITTED TO QE,1,1,PROJECT SCHEDULE,EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-MEWTP-0-04-0001,,exact match on PROJECT_DOCUMENT_DRAWING_NO
177,UNIDRO,UNI-DOC-0010,,VEN-MEWTP-6-00-0001,,0,0,EFFLUENT LIST,EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-MEWTP-6-00-0001,,exact match on PROJECT_DOCUMENT_DRAWING_NO
178,UNIDRO,UNI-DOC-0010,,VEN-MEWTP-4-13-0002,,0,0,INSTRUMENT DATASHEET - PRESSURE AND DIFFERENTIAL PRESSURE TRANSMITTERS,EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-MEWTP-4-13-0002,,exact match on PROJECT_DOCUMENT_DRAWING_NO
179,UNIDRO,UNI-DOC-0011,,VEN-MEWTP-5-05-0003,SUBMITTED TO QE,1,1,HYDROSTATIC TEST PROCEDURE – PREFABRICATED PIPING,EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-MEWTP-5-05-0003,,exact match on PROJECT_DOCUMENT_DRAWING_NO
180,UNIDRO,UNI-DOC-0011,,VEN-MEWTP-4-13-0003,,0,0,INSTRUMENT DATASHEET - FLOW GAUGES,EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-MEWTP-4-13-0003,,exact match on PROJECT_DOCUMENT_DRAWING_NO
181,UNIDRO,UNI-DOC-0011,,VEN-MEWTP-1-50-0006,,0,0,STEEL STRUCTURES GUIDE DRAWING – DECANTERS STRUCTURE,EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-MEWTP-1-50-0006,,exact match on PROJECT_DOCUMENT_DRAWING_NO
182,UNIDRO,UNI-DOC-0011,,VEN-MEWTP-1-50-0004,,0,0,STEEL STRUCTURES GUIDE DRAWING - DOSING SKIDS SHELTER,EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-MEWTP-1-50-0004,,exact match on PROJECT_DOCUMENT_DRAWING_NO
183,UNIDRO,UNI-DOC-0011,,VEN-MEWTP-1-62-0004,,0,0,CONCRETE BASIN OUTLINE DRAWING – BIOLOGICAL SLUDGE DEWATERING UNIT,EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-MEWTP-1-62-0004,,exact match on PROJECT_DOCUMENT_DRAWING_NO
184,UNIDRO,UNI-DOC-0011,,VEN-MEWTP-1-62-0001,,0,0,CONCRETE BASIN OUTLINE DRAWING – BIOLOGICAL AERATION TANK,EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-MEWTP-1-62-0001,,exact match on PROJECT_DOCUMENT_DRAWING_NO
185,UNIDRO,UNI-DOC-0012,,VEN-MEWTP-0-00-0004,,0,0,SUBVENDOR LIST,EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-MEWTP-0-00-0004,,exact match on PROJECT_DOCUMENT_DRAWING_NO
186,DANEM,DEW-5718-T-057,,VEN-MEWTP-5-05-0036,,0,0,WPS FOR SHELL PLATE WELDING (CS) SA516 Gr70 (WPS: DEW-WPS-104C),EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-MEWTP-5-05-0036,,exact match on PROJECT_DOCUMENT_DRAWING_NO
187,DANEM,DEW-5718-T-057,,VEN-MEWTP-5-05-0037,,0,0,WPS FOR PIPE & FLANGE WELDING (CS) SA106 Gr B/SA105N/SA516Gr70 (WPS: DE-LTCS-GTAW-061 & WPS: DEW-WPS-104),EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-MEWTP-5-05-0037,,exact match on PROJECT_DOCUMENT_DRAWING_NO
188,DANEM,DEW-5718-T-057,,VEN-MEWTP-5-05-0038,,0,0,WPS FOR STRUCTURAL STEEL WELDING (CS) SA516 Gr70/SA36/S275JR (WPS: DEW-SMAW+FCAW-094),EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-MEWTP-5-05-0038,,exact match on PROJECT_DOCUMENT_DRAWING_NO
189,DANEM,DEW-5718-T-057,,VEN-MEWTP-5-05-0039,,0,0,WPS FOR PIPE & FLANGE WELDING (SS) SA312TP316L TO SA182F316L (DEW-SS-GTAW+SMAW-76),EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-MEWTP-5-05-0039,,exact match on PROJECT_DOCUMENT_DRAWING_NO
190,DANEM,DEW-5718-T-057,,VEN-MEWTP-5-05-0040,,0,0,WPS FOR CS TO SS WELDING (PIPE/STRUCTURE) SA312TP316L TO SA516 Gr70/S275JR (WPS: DEW-WPS-Q-102),EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-MEWTP-5-05-0040,,exact match on PROJECT_DOCUMENT_DRAWING_NO
191,DANEM,DEW-5718-T-057,,VEN-MEWTP-5-05-0041,,0,0,"WPS FOR ROOF, BOTTOM PLATE WELDING (CS) SA516 Gr70 (WPS:DEW-SMAW+FCAW-094)",EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-MEWTP-5-05-0041,,exact match on PROJECT_DOCUMENT_DRAWING_NO
192,UNIDRO,UNI-DOC-0013,,VEN-MEWTP-4-13-0011,,0,0,INSTRUMENT DATASHEET- ON-OFF VALVES,EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-MEWTP-4-13-0011,,exact match on PROJECT_DOCUMENT_DRAWING_NO
193,DANEM,DEW-5718-T-059,,VEN-MEWTP-5-05-0042,,0,0,WELDER QUALIFICATION REGISTER AND CERTIFICATE,EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-MEWTP-5-05-0042,,exact match on PROJECT_DOCUMENT_DRAWING_NO
194,UNIDRO,UNI-DOC-0014,,VEN-MEWTP-4-13-0005,,0,0,INSTRUMENT DATASHEET - LEVEL GAUGES,EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-MEWTP-4-13-0005,,exact match on PROJECT_DOCUMENT_DRAWING_NO
195,DANEM,DEW-5718-T-058,,VEN-MEWTP-5-61-0051-001,,0,0,TANK SHELL PLATE DETAILS FOR T-8950A/B,EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-MEWTP-5-61-0051-001,,exact match on PROJECT_DOCUMENT_DRAWING_NO
196,DANEM,DEW-5718-T-058,,VEN-MEWTP-5-61-0052-001,,0,0,TANK BOTTOM PLATE DETAILS FOR T-8950A/B,EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-MEWTP-5-61-0052-001,,exact match on PROJECT_DOCUMENT_DRAWING_NO
197,DANEM,DEW-5718-T-058,,VEN-MEWTP-5-61-0053-001,,0,0,TANK ROOF PLATE DETAILS FOR T-8950A/B,EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-MEWTP-5-61-0053-001,,exact match on PROJECT_DOCUMENT_DRAWING_NO
198,DANEM,DEW-5718-T-058,,VEN-MEWTP-5-61-0059-001,,0,0,TANK SHELL PLATE DETAILS FOR T-8952A/B,EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-MEWTP-5-61-0059-001,,exact match on PROJECT_DOCUMENT_DRAWING_NO
199,DANEM,DEW-5718-T-058,,VEN-MEWTP-5-61-0059-002,,0,0,TANK SHELL PLATE DETAILS FOR T-8952A/B,EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-MEWTP-5-61-0059-002,,exact match on PROJECT_DOCUMENT_DRAWING_NO
200,DANEM,DEW-5718-T-058,,VEN-MEWTP-5-61-0060-001,,0,0,TANK BOTTOM PLATE DETAILS FOR T-8952A/B,EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-MEWTP-5-61-0060-001,,exact match on PROJECT_DOCUMENT_DRAWING_NO
201,DANEM,DEW-5718-T-058,,VEN-MEWTP-5-61-0061-001,,0,0,TANK ROOF PLATE DETAILS FOR T-8952A/B,EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-MEWTP-5-61-0061-001,,exact match on PROJECT_DOCUMENT_DRAWING_NO
202,UNIDRO,EMAIIL,,4391-WPR-0005,214121C-001-TEN-VEN-TN-0020,0,0,WEEKLY PROGRESS REPORT NO. 005 (UNIDRO),EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,4391-WPR-0005,,exact match on PROJECT_DOCUMENT_DRAWING_NO
203,DANEM,DEW-5718-T-060,,VEN-MEWTP-5-61-0035-001,,0,0,TANK SHELL PLATE DETAILS FOR T-8948,EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-MEWTP-5-61-0035-001,,exact match on PROJECT_DOCUMENT_DRAWING_NO
204,DANEM,DEW-5718-T-060,,VEN-MEWTP-5-61-0036-001,,0,0,TANK BOTTOM PLATE DETAILS FOR T-8948,EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-MEWTP-5-61-0036-001,,exact match on PROJECT_DOCUMENT_DRAWING_NO
205,DANEM,DEW-5718-T-060,,VEN-MEWTP-5-61-0037-001,,0,0,TANK ROOF PLATE DETAILS FOR T-8948,EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-MEWTP-5-61-0037-001,,exact match on PROJECT_DOCUMENT_DRAWING_NO
206,DANEM,DEW-5718-T-060,,VEN-MEWTP-5-61-0043-001,,0,0,TANK SHELL PLATE DETAILS FOR T-8949,EXACT,EXACT,PROJECT_DOCUMENT_DRAWING_NO,VEN-MEWTP-5-61-0043-001,,exact match on PROJECT_DOCUMENT_DRAWING_NO
